   log t (ps)      log MSD(A2)@ 5 K     log MSD(A2)@ 10 K   log MSD(A2)@ 20 K   log MSD(A2)@ 30 K   log MSD(A2)@ 60 K   log MSD(A2)@ 100 K  log MSD(A2)@ 300 K  log MSD(A2)@ 500 K    
    2.7338          5.37820596          5.11362110          4.15549835          3.68762989          2.95575175          2.45640402          1.91888004          1.33923668 
    2.7340          5.37845539          5.11388912          4.15573408          3.68786882          2.95579222          2.45646713          1.91907710          1.33996369 
    2.7342          5.37870287          5.11415594          4.15596135          3.68810439          2.95583702          2.45653474          1.91928208          1.34070612 
    2.7343          5.37894904          5.11442426          4.15618603          3.68833295          2.95589584          2.45660252          1.91950766          1.34146188 
    2.7345          5.37919405          5.11469274          4.15640916          3.68856018          2.95596917          2.45667976          1.91974963          1.34221571 
    2.7346          5.37943804          5.11496134          4.15662990          3.68878342          2.95604773          2.45676237          1.92000917          1.34301419 
    2.7348          5.37968230          5.11522961          4.15684800          3.68900222          2.95613115          2.45684941          1.92028692          1.34382615 
    2.7350          5.37992254          5.11549391          4.15706162          3.68922464          2.95621721          2.45695004          1.92057948          1.34465316 
    2.7351          5.38016087          5.11575794          4.15727288          3.68945146          2.95630555          2.45707061          1.92089490          1.34551049 
    2.7353          5.38039914          5.11602429          4.15748327          3.68968085          2.95639656          2.45720083          1.92124443          1.34641750 
